vtkCompositeIndexArray,vtkOriginalIndices,x,y,z,u1,u2,u3,__vtkIsSelected__,p
2,345,0.045,0.08,0,0.0863238,0.0539722,0,0,-0.120829
2,346,0.05,0.08,0,0.0942086,0.0140233,0,0,-0.0597423
2,347,0.055,0.08,0,0.0919474,-0.026533,0,0,0.0057305
2,348,0.06,0.08,0,0.0792902,-0.0695964,0,0,0.0792839
2,349,0.065,0.08,0,0.05654,-0.117059,0,0,0.16457
2,350,0.07,0.08,0,0.025006,-0.170366,0,0,0.265027
2,351,0.075,0.08,0,-0.0121498,-0.229402,0,0,0.383274
2,352,0.08,0.08,0,-0.0486383,-0.290013,0,0,0.519805
2,353,0.085,0.08,0,-0.0737796,-0.339373,0,0,0.66954
2,354,0.09,0.08,0,-0.0742696,-0.348432,0,0,0.810292
2,355,0.095,0.08,0,-0.0454704,-0.261563,0,0,0.891988
2,356,0.1,0.08,0,0,0,0,0,0.909954
2,357,0,0.085,0,0,0,0,0,-1.20617
2,358,0.005,0.085,0,-0.0454286,0.268606,0,0,-1.12437
2,359,0.01,0.085,0,-0.0554727,0.321351,0,0,-0.936844
2,360,0.015,0.085,0,-0.0232024,0.291848,0,0,-0.737891
2,361,0.02,0.085,0,0.0311153,0.240672,0,0,-0.570255
2,362,0.025,0.085,0,0.0900557,0.188733,0,0,-0.437971
2,363,0.03,0.085,0,0.144305,0.142554,0,0,-0.334779
2,364,0.035,0.085,0,0.189445,0.103067,0,0,-0.252503
2,365,0.04,0.085,0,0.22358,0.069079,0,0,-0.183289
2,366,0.045,0.085,0,0.246012,0.0387908,0,0,-0.120434
2,367,0.05,0.085,0,0.256459,0.0103011,0,0,-0.0582383
2,368,0.055,0.085,0,0.25464,-0.0183399,0,0,0.00846995
2,369,0.06,0.085,0,0.240111,-0.049232,0,0,0.084844
2,370,0.065,0.085,0,0.212322,-0.0847501,0,0,0.176503
2,371,0.07,0.085,0,0.17098,-0.127535,0,0,0.289959
2,372,0.075,0.085,0,0.116956,-0.179965,0,0,0.43272
2,373,0.08,0.085,0,0.0540147,-0.24225,0,0,0.612035
2,374,0.085,0.085,0,-0.00819942,-0.307647,0,0,0.830991
2,375,0.09,0.085,0,-0.0498985,-0.351125,0,0,1.07981
2,376,0.095,0.085,0,-0.0452741,-0.300303,0,0,1.31155
